序號,國別,片名,上映日,總金額,總票數,首週票房,tmdb_id,imdb_id,tmdb_title,tmdb_original_title,tmdb_release_date,original_language,genres,popularity,vote_average,vote_count,runtime,production_countries,match_status,match_note
1631,泰國,凱蒂超殺女,2023-11-03,496907,2206,45802,842607,tt24787556,凱蒂超殺女,อีหนูอันตราย,2023-06-22,th,动作|喜剧|惊悚,0.539,5.3,10,120,TH,matched,
1632,日本,我家的故事,2023-11-03,170294,812,0,1015464,tt21854424,我家的故事,ファミリア,2023-01-06,ja,剧情,1.08,6.667,9,121,JP,matched,
1633,美國,樹懶殺三小,2023-11-03,130633,541,23230,1040892,tt15422224,樹懶殺三小,Slotherhouse,2023-08-30,en,恐怖|喜剧|惊悚,1.7334,4.644,135,93,US|RS,matched,
1634,法國,小嫉妒,2023-11-03,100740,476,15075,803688,tt26255358,小嫉妒,Àma Gloria,2023-08-30,fr,剧情,0.1984,6.683,52,84,FR,matched,
1635,美國,飢餓遊戲,2023-11-03,60951,262,14740,695721,tt10545296,飢餓遊戲：鳴鳥與游蛇之歌,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,en,科幻|动作,7.6725,6.985,3481,157,DE|US,matched,
1636,菲律賓,折翼姊妹,2023-11-03,56044,272,8925,1030991,tt22489308,折翼姊妹,Divine Factory,2023-11-03,tl,纪录,0.0795,0.0,0,120,PH,matched,
1637,法國,小嫉妒,2023-11-03,53530,248,24055,803688,tt26255358,小嫉妒,Àma Gloria,2023-08-30,fr,剧情,0.1984,6.683,52,84,FR,matched,
1638,香港,4拍4家族,2023-11-03,43595,193,38875,1063554,tt29602209,4拍4家族,4拍4家族,2023-10-02,cn,音乐|剧情,0.3673,5.5,6,107,HK,matched,
1639,中華民國,新寶島曼波,2023-10-31,413650,1879,93445,1190164,tt32222992,他們在島嶼寫作：新寶島曼波,他們在島嶼寫作：新寶島曼波,2023-11-03,zh,纪录,0.0418,0.0,0,139,,matched,
1640,美國,佛萊迪餐館之五夜驚魂,2023-10-27,12118443,48178,3480326,507089,tt4589218,佛萊迪餐館之五夜驚魂,Five Nights at Freddy's,2023-10-25,en,恐怖|惊悚,10.158,7.326,4996,110,US,matched,
1641,美國,超危險保鑣,2023-10-27,9875295,41676,2582741,897087,tt15744298,超危險保鑣,Freelance,2023-10-05,en,动作|喜剧,9.8749,6.391,1148,108,US|GB,matched,
1642,中華民國,青春並不溫柔,2023-10-27,2872559,11853,829901,1006024,tt27928749,青春並不溫柔,青春並不溫柔,2023-10-27,zh,剧情,0.4245,6.8,4,114,TW,matched,
1643,中華民國,日子,2023-10-27,1861304,8178,319450,662400,tt11697820,日子,日子,2021-05-21,zh,剧情,1.1135,6.6,34,126,TW,matched,
1644,美國,新核能時代,2023-10-27,1416987,6139,0,1004685,tt21376908,新核能時代,Nuclear Now,2023-04-28,en,纪录,0.4127,7.1,24,106,US,matched,
1646,美國,沼澤王的女兒,2023-10-27,946303,4134,0,798362,tt8002382,沼澤王的女兒,The Marsh King's Daughter,2023-09-28,en,惊悚|犯罪|悬疑,2.207,6.373,395,109,US,matched,
1647,西班牙,驅魔13,2023-10-27,705798,2840,88933,1026563,tt21199996,驅魔13,13 exorcismos,2022-11-04,es,剧情|恐怖,1.0578,5.902,188,104,ES,matched,
1648,瑞典,萬聖劫,2023-10-27,244591,1013,16470,1058078,tt24017902,萬聖劫,Karusell,2023-10-20,sv,恐怖,0.954,6.078,116,93,SE,matched,
1649,法國,野獸們,2023-10-27,174399,1063,23980,848685,tt15006566,野獸們,As bestas,2022-07-20,fr,惊悚|剧情,2.3034,7.476,923,138,FR|ES,matched,
1650,馬來西亞,虎紋少女,2023-10-27,92932,405,18895,1077693,tt10803634,虎紋少女,Tiger Stripes,2023-10-19,ms,剧情|恐怖,0.3589,5.9,42,95,FR|DE|ID|MY|NL|SG|TW,matched,
1651,香港,釀魂,2023-10-27,46092,175,34129,1147689,tt28818363,釀魂,釀魂,2023-08-24,cn,恐怖,0.7977,3.0,2,100,HK,matched,
1653,英國,塵埃之書：野美人號（英國國家劇院現場）,2023-10-25,198980,305,0,925402,tt18372440,塵埃之書：野美人號,National Theatre Live: The Book of Dust — La Belle Sauvage,2022-02-17,en,剧情|奇幻,0.141,10.0,1,172,GB,matched,
1654,日本,數碼寶貝02 THE BEGINNING,2023-10-24,5882489,22576,2167981,872976,tt22474136,數碼寶貝02 THE BEGINNING,デジモンアドベンチャー02 THE BEGINNING,2023-04-01,ja,动画|冒险|奇幻,2.1653,6.989,45,87,JP,matched,
1655,中華民國,惡女,2023-10-22,18760167,76431,6919756,1047003,tt27766132,惡女,惡女,2023-10-27,zh,犯罪|剧情|悬疑|惊悚,1.3058,5.7,10,114,TW,matched,
1657,美國,花月殺手,2023-10-20,19616022,68725,5145779,466420,tt5537002,花月殺手,Killers of the Flower Moon,2023-10-18,en,犯罪|历史|剧情,8.1516,7.4,4094,206,US,matched,
1658,美國,笨錢效應,2023-10-20,3885440,16112,39788,792293,tt13957560,笨錢效應,Dumb Money,2023-09-15,en,历史|喜剧|剧情,3.6545,6.681,794,105,US,matched,
1659,韓國,詐騙女王,2023-10-20,2252369,9523,377868,941045,tt29259250,詐騙女王,화사한 그녀,2023-10-11,ko,剧情|喜剧,1.4404,6.4,5,0,KR,matched,
1660,韓國,雉岳山怪談,2023-10-20,2217978,9328,1459118,987540,tt29031126,雉岳山怪談,치악산,2023-09-13,ko,恐怖,0.6665,5.5,6,85,KR,matched,
1662,日本,特別篇 吹響吧！上低音號～合奏團競賽篇～,2023-10-20,1611196,6521,485777,1108306,tt20860298,特別篇 吹響吧！上低音號～合奏團競賽篇～,特別編 響け！ユーフォニアム～アンサンブルコンテスト～,2023-08-04,ja,动画|剧情|音乐,2.2115,7.556,18,58,JP,matched,
1663,韓國,誆世巨作：蜘蛛窩新宇宙,2023-10-20,917284,3900,102609,901121,tt21254598,誆世巨作：蜘蛛窩新宇宙,거미집,2023-09-27,ko,喜剧|剧情,1.8337,6.6,109,135,KR,matched,
1664,法國,杜巴利伯爵夫人,2023-10-20,851655,3731,160608,921452,tt17277414,杜巴利伯爵夫人,Jeanne du Barry,2023-05-16,fr,剧情|历史|爱情,2.1687,6.882,678,117,FR|BE|SA|GB|US|RU,matched,
1665,日本,名偵探麻里子最悲慘的一天,2023-10-20,251270,1111,0,1017441,tt22062330,名偵探麻里子最悲慘的一天,探偵マリコの生涯で一番悲惨な日,2023-06-30,ja,喜剧|科幻|恐怖|剧情,0.8586,6.8,6,116,JP,matched,
1666,法國,交響狂花,2023-10-20,194963,955,44200,958179,tt23741324,交響狂花,Divertimento,2023-01-25,fr,剧情|历史|音乐,0.5168,7.0,70,110,FR,matched,
1667,日本,明天星期一,2023-10-20,136309,594,30295,1040496,tt27510455,明天星期一,MONDAYS／このタイムループ、上司に気づかせないと終わらない,2022-10-14,ja,喜剧|科幻,0.813,6.4,98,82,JP,matched,
1671,中華民國,女鬼橋2：怨鬼樓,2023-10-13,42129639,167197,10802568,999087,tt21962086,女鬼橋2：怨鬼樓,女鬼橋2：怨鬼樓,2023-10-13,zh,恐怖|惊悚,1.3034,6.1,53,101,TW,matched,
1672,美國,親愛的大衛,2023-10-13,2328879,9483,531341,609768,tt9288740,親愛的大衛,Dear David,2023-10-13,en,恐怖|惊悚,0.8191,4.6,80,94,US,matched,
1674,中華民國,邀阿公阿嬤拍B級殭屍片,2023-10-13,1309263,5799,246085,1167792,tt29497968,邀阿公阿嬤拍B級殭屍片,邀阿公阿嬤拍B級殭屍片,2023-10-13,zh,纪录,0.0934,10.0,1,82,TW,matched,
1675,韓國,極惡變身,2023-10-13,1106953,4565,162014,952476,tt27801630,極惡變身,악마들,2023-07-05,ko,惊悚|犯罪|奇幻,1.8515,5.887,31,105,KR,matched,
1676,英國,少年Pi的奇幻漂流（英國國家劇院現場）,2023-10-13,344270,505,0,1073828,tt29579023,少年Pi的奇幻漂流,National Theatre Live: Life of Pi,2023-03-30,en,剧情|冒险,0.1233,0.0,0,150,GB,matched,
1677,中華民國,動物感傷の清晨,2023-10-13,335766,1499,96571,937101,tt15435040,動物感傷の清晨,動物感傷の清晨,2023-10-13,zh,,4.786,6.8,4,98,TW,matched,
1678,克羅埃西亞,幸福的所在,2023-10-13,248866,1097,81592,997659,tt21230074,幸福的所在,Sigurno mjesto,2023-08-24,hr,剧情|惊悚,0.1194,6.0,14,102,HR|SI,matched,
1679,英國,達利:慾望之謎,2023-10-13,186546,836,29200,522925,tt8399658,達利：慾望之謎,Dalíland,2022-09-29,en,历史|剧情,1.5032,5.957,82,97,FR|GB|US,matched,
1682,烏克蘭,戰火邊緣的青春,2023-10-13,20614,92,0,853084,tt11389212,戰火邊緣的青春,Ми не згаснемо,2023-11-03,uk,纪录|战争,0.1408,7.7,3,98,FR|UA|PL,matched,
1684,日本,蒼鷺與少年(日文版),2023-10-06,182526104,701316,37884159,508883,tt6587046,蒼鷺與少年,君たちはどう生きるか,2023-07-14,ja,动画|奇幻|剧情,9.7993,7.403,2617,124,JP,matched,
1685,中華民國,周處除三害,2023-10-06,46905111,187204,10756327,1046090,tt29319990,周處除三害,周處除三害,2023-10-06,zh,犯罪|剧情|惊悚,3.6253,7.281,263,134,TW,matched,
1686,美國,大法師:信徒,2023-10-06,14296933,55438,2586514,807172,tt12921446,大法師：信徒,The Exorcist: Believer,2023-10-04,en,恐怖,4.7903,5.808,1265,111,US,matched,
1687,日本,劇場版城市獵人：天使之淚,2023-10-06,3401708,13792,0,1056133,tt19413836,劇場版城市獵人：天使之淚,劇場版シティーハンター 天使の涙(エンジェルダスト),2023-09-08,ja,动画|喜剧|动作|剧情,1.284,6.3,26,95,JP,matched,
1688,韓國,沒有國家的冠軍,2023-10-06,2423142,9884,519487,581394,tt11692284,沒有國家的冠軍,1947 보스톤,2023-09-27,ko,剧情,1.3651,6.8,18,108,KR,matched,
1690,俄羅斯,德古拉的新娘,2023-10-06,1131494,4723,151618,586352,tt19811466,德古拉的新娘,Кощей. Похититель невест,2022-06-09,ru,动画|喜剧|冒险|奇幻|爱情|家庭,1.0038,7.1,28,76,RU,matched,
1691,韓國,新進社員：電影版,2023-10-06,623739,2405,89777,1106528,tt28681454,新進社員：電影版,신입사원: 더 무비,2023-08-03,ko,爱情,0.6686,8.6,5,115,KR,matched,
1692,中華民國,人之初性本善,2023-10-06,337620,2119,90720,1121017,,人之初性本善,人之初性本善,2023-10-06,zh,纪录,0.1102,0.0,0,21,,matched_without_imdb_id,
1693,法國,塞納河上的船屋,2023-10-06,267396,1271,53115,1070449,tt26448811,塞納河上的船屋,Sur l'Adamant,2023-03-22,fr,纪录,0.6132,7.1,43,109,FR|JP,matched,
1696,美國,汪汪隊立大功：超級大電影（國語版）,2023-09-29,48310916,198389,17417981,893723,tt15837338,汪汪隊立大功：超級大電影,PAW Patrol: The Mighty Movie,2023-09-21,en,冒险|动画|喜剧|家庭|科幻,9.4765,7.0,543,88,CA|FR|US,matched,
1697,美國,A.I.創世者,2023-09-29,34687112,128998,10059198,670292,tt11858890,A.I.創世者,The Creator,2023-09-27,en,科幻|动作|冒险,8.0348,7.01,3803,134,CA|US,matched,
1698,韓國,花漾奶奶金難搞,2023-09-29,198152,888,0,956759,tt21190408,花漾奶奶金難搞,룸 쉐어링,2022-06-22,ko,剧情|喜剧,0.8226,6.7,9,93,KR,matched,
1699,美國,奪魂鋸X,2023-09-28,25662269,101235,8529593,951491,tt21807222,奪魂鋸X,Saw X,2023-09-27,en,恐怖|悬疑,5.7791,7.165,2351,118,US,matched,
1700,中華民國,他馬克老闆,2023-09-28,8708551,35885,2004525,1022108,tt28265358,他馬克老闆,他馬克老闆,2023-09-22,zh,喜剧,1.2247,4.2,3,116,TW,matched,
1701,韓國,IU CONCERT: THE GOLDEN HOUR,2023-09-28,4090195,8606,0,1518750,,2022 IU Concert [The Golden Hour: Under The Orange Sun],2022 IU Concert [The Golden Hour: Under The Orange Sun],2023-08-11,ko,音乐,0.3125,0.0,0,0,KR,matched_without_imdb_id,
1702,韓國,附身,2023-09-28,2340715,9518,576103,950253,tt29005755,附身,천박사 퇴마 연구소: 설경의 비밀,2023-09-27,ko,奇幻|悬疑|动作,2.7291,6.214,56,98,KR,matched,
1703,美國,劇場版 PSYCHO-PASS 心靈判官 PROVIDENCE,2023-09-28,1326439,4972,362635,1012652,tt26224944,劇場版 PSYCHO-PASS 心靈判官 PROVIDENCE,劇場版 PSYCHO-PASS サイコパス PROVIDENCE,2023-05-12,ja,动画|犯罪|悬疑|惊悚,1.6675,7.044,45,121,JP,matched,
1705,中華民國,X,2023-09-28,342820,2344,0,385687,tt5433140,玩命關頭X,Fast X,2023-05-17,en,动作|犯罪|惊悚,21.0079,6.999,6292,142,US,matched,
1706,義大利,在旅途中：方濟各的朝聖之旅,2023-09-28,277824,1269,50582,1004682,tt21374930,在旅途中: 方濟各的朝聖之旅,In viaggio,2022-12-14,it,纪录,0.2416,6.7,11,80,IT,matched,
1708,日本,冰淇淋般的愛戀,2023-09-28,154119,652,44885,1067298,tt27745148,冰淇淋般的愛戀,アイスクリームフィーバー,2023-07-14,ja,剧情|爱情,0.9782,7.5,4,104,JP,matched,
1709,義大利,男人最壞女人最愛,2023-09-28,95126,451,13675,1090024,tt16008564,男人最壞 女人最愛,Do Ut Des,2023-09-29,en,惊悚|剧情,0.5352,3.7,11,90,IT,matched,
1711,美國,浴血任務4,2023-09-22,27851392,110907,7534182,299054,tt3291150,浴血任務4,Expend4bles,2023-09-15,en,动作|冒险|惊悚,9.1854,6.075,1873,103,BG|FR|US|GR,matched,
1713,中華民國,成功補習班,2023-09-22,6050062,25392,1703143,1036397,tt27671363,成功補習班,成功補習班,2023-09-22,zh,剧情,0.7918,6.2,4,124,TW,matched,
1716,韓國,鬼夢遊,2023-09-22,1752076,7014,266016,964592,tt8209702,鬼夢遊,잠,2023-09-06,ko,恐怖|悬疑|惊悚,2.4168,6.651,241,94,KR,matched,
1717,美國,印咒：畢舍遮,2023-09-22,895691,3700,143407,1024773,tt15683734,印咒：畢舍遮,It Lives Inside,2023-09-06,en,恐怖|悬疑,1.097,5.674,284,99,CA|US,matched,
1718,蒙古,愛在滿格時,2023-09-22,332902,1541,106930,1033176,tt22059648,愛在滿格時,Эргэж ирэхгүй намар,2023-09-21,mn,喜剧|剧情,0.3996,7.6,18,90,HK|MN,matched,
1720,法國,冬日男孩,2023-09-22,145742,667,35695,918044,tt17009856,冬日男孩,Le Lycéen,2022-11-30,fr,剧情,0.9273,6.668,98,123,FR,matched,
1721,新加坡,芽籠,2023-09-22,52101,213,2328,1029178,tt16715436,芽籠,芽籠,2023-04-06,zh,惊悚|动作|犯罪,0.5617,5.0,2,87,SG,matched,
1723,法國,榮耀之路,2023-09-21,319322,1476,158602,958219,tt19891500,榮耀之路,Pour la France,2023-02-08,fr,剧情,1.0112,6.144,66,113,FR|TW,matched,
1724,美國,自由之聲,2023-09-19,10155499,41767,2700513,678512,tt7599146,自由之聲,Sound of Freedom,2023-07-03,en,动作|剧情,5.655,7.956,2739,131,US,matched,
1725,法國,科西嘉的那個夏天,2023-09-18,49536,230,0,1000058,tt22463404,科西嘉的那個夏天,Le retour,2023-07-12,fr,剧情,0.2777,6.1,20,108,FR,matched,
1727,法國,影子軍隊,2023-09-16,42300,207,18480,15383,tt0064040,影子軍隊,L'Armée des ombres,1969-09-10,fr,战争|剧情|惊悚|历史,1.7547,7.89,747,145,FR|IT,matched,
1729,美國,威尼斯魅影謀殺案,2023-09-15,27331225,105902,6813276,945729,tt22687790,威尼斯魅影謀殺案,A Haunting in Venice,2023-09-13,en,悬疑|惊悚|犯罪,4.5212,6.573,2813,104,GB|US,matched,
1730,韓國,千萬別開門,2023-09-15,3329124,13587,692595,813079,tt22507484,千萬別開門,타겟,2023-08-30,ko,惊悚|悬疑|犯罪,1.7619,6.8,85,101,KR,matched,
1731,日本,岸邊露伴在羅浮,2023-09-15,1929191,7870,831699,1069813,tt25582396,岸邊露伴在羅浮,岸辺露伴 ルーヴルへ行く,2023-05-26,ja,悬疑|动作|冒险|剧情,1.228,7.722,18,118,JP,matched,
1732,中華民國,我的天堂城市,2023-09-15,1760283,7241,310801,1007976,tt21116954,我的天堂城市,我的天堂城市,2023-09-15,zh,爱情|剧情,0.5095,7.0,1,120,TW,matched,
1733,泰國,鬼偶,2023-09-15,1030698,4192,148006,1031388,tt27999306,鬼偶,หุ่นพยนต์,2023-03-09,th,恐怖|惊悚,1.1463,5.2,5,107,TH,matched,
1735,美國,地獄來的乘客,2023-09-15,770320,3187,58266,1030987,tt21991654,地獄來的乘客,Sympathy for the Devil,2023-07-20,en,惊悚|动作,1.6367,5.922,328,90,US,matched,
1736,日本,斷捨離天堂,2023-09-15,491000,2179,67950,1129646,tt28444512,斷捨離天堂,断捨離パラダイス,2023-06-30,ja,剧情|喜剧,0.3276,6.5,2,101,JP,matched,
1737,日本,善良的牧本先生,2023-09-15,247388,1141,44260,961267,tt19845444,善良的牧本先生,アイ・アム まきもと,2022-09-30,ja,剧情,0.9998,7.5,2,105,JP,matched,
1738,伊朗,德黑蘭雙面疑雲,2023-09-15,222983,1293,23580,1008043,tt13920920,德黑蘭雙面疑雲,تفریق,2022-11-05,fa,剧情|惊悚,0.3975,6.7,40,108,IR|DE,matched,
1740,奧地利,愛爾瑪的情與慾,2023-09-15,197492,972,0,997777,tt15157318,愛爾瑪的情與慾,Alma und Oskar,2023-07-06,de,剧情|历史|爱情,0.3911,4.75,16,88,AT|CZ|DE|CH,matched,
1741,中國大陸,峰爆,2023-09-15,164691,684,33569,862855,tt15413054,峰爆,峰爆,2021-09-11,zh,动作|冒险|剧情,2.3844,7.135,260,114,CN|US,matched,
1744,西班牙,換宿夜驚魂,2023-09-11,104792,448,0,1064801,tt12748562,換宿夜驚魂,El cuco,2023-09-15,es,剧情|惊悚,0.4175,5.378,41,99,ES|US,matched,
1745,中華民國,查無此心,2023-09-08,16857980,68743,4745628,1006763,tt22742070,查無此心,查無此心,2023-09-08,zh,剧情|悬疑|犯罪|惊悚,1.4614,6.3,56,104,TW,matched,
1746,中華民國,我最愛的笨男人,2023-09-08,13382251,55296,3908486,1080494,,我最愛的笨男人,我最愛的笨男人,2023-09-08,zh,爱情|动作,0.4724,0.0,0,0,TW,matched_without_imdb_id,
1748,韓國,保護者,2023-09-08,2188721,9047,283920,656156,tt21387514,保護者,보호자,2023-08-15,ko,动作|惊悚|剧情,2.1514,6.646,113,99,KR,matched,
1749,中華民國,蘭陵40─演員實驗教室,2023-09-08,803515,3816,219351,1124911,tt29053601,蘭陵40 ─ 演員實驗教室,蘭陵40 ─ 演員實驗教室,2023-09-08,zh,纪录,0.1522,0.0,0,89,TW,matched,
1751,加拿大,生命之舞,2023-09-08,215092,1005,0,1128001,tt11790268,生命之舞,Ariel,2023-10-20,en,剧情,0.1577,7.2,9,96,AR|CA,matched,
1752,義大利,AI時代,2023-09-08,126913,556,12200,1091360,tt10400026,AI時代,After Work,2023-08-04,en,纪录,0.2209,6.2,5,81,FI|IT|NO|SE,matched,
1753,韓國,正義辯護人,2023-09-08,102090,460,12735,242452,tt3404140,正義辯護人,변호인,2013-12-18,ko,历史|剧情,2.9424,7.812,223,127,KR,matched,
1754,美國,鬼修女II,2023-09-07,55019426,208427,13905521,968051,tt10160976,鬼修女II,The Nun II,2023-09-06,en,恐怖,7.6923,6.644,2451,110,US,matched,
1756,韓國,贖命救援,2023-09-01,5895209,24089,1375171,581395,tt27795356,贖命救援,비공식작전,2023-08-02,ko,动作|惊悚|剧情,1.5265,6.6,53,132,KR,matched,
1757,日本,GHOSTBOOK 妖怪圖鑑,2023-09-01,748402,3205,68360,961418,tt21343502,Ghostbook 妖怪圖鑑,ゴーストブック おばけずかん,2022-07-22,ja,奇幻|家庭,1.6615,6.1,14,112,JP,matched,
1759,美國,奪魂鋸,2023-09-01,224694,913,42185,951491,tt21807222,奪魂鋸X,Saw X,2023-09-27,en,恐怖|悬疑,5.7791,7.165,2351,118,US,matched,
1760,中國大陸,海的盡頭是草原,2023-09-01,173425,642,34267,1019619,tt18673234,海的盡頭是草原,海的尽头是草原,2022-09-09,zh,剧情|家庭,1.2137,5.8,6,124,CN,matched,
1761,日本,渴水,2023-09-01,137482,637,24515,968146,tt26930646,渴水,渇水,2023-06-02,ja,剧情|科幻,0.7936,6.8,4,0,JP,matched,
1762,德國,飛舞人生,2023-09-01,78062,358,8465,842424,tt11155784,飛舞人生,Fly,2021-10-14,de,音乐|剧情|爱情,0.5023,6.0,37,107,DE,matched,
1763,香港,失衡凶間之罪與殺,2023-09-01,8690,36,560,988900,tt27903398,失衡凶間之罪與殺,失衡凶間之罪與殺,2023-05-25,zh,恐怖,0.6707,5.1,6,93,HK,matched,
1764,美國,私刑教育3,2023-08-31,65545591,257085,16132144,926393,tt17024450,私刑教育3,The Equalizer 3,2023-08-30,en,动作|惊悚|犯罪,11.3492,7.287,3692,109,IT|US,matched,
1765,韓國,KANGDANIEL: MY PARADE,2023-08-30,164025,351,0,1156807,tt28544219,강다니엘: 마이 퍼레이드,강다니엘: 마이 퍼레이드,2023-08-30,ko,纪录|音乐,0.1957,0.0,0,102,KR,matched,
1767,中華民國,粽邪3 :鬼門開,2023-08-25,80867742,326178,19382000,1033667,tt27941077,粽邪3：鬼門開,粽邪3：鬼門開,2023-08-25,zh,恐怖,1.1197,5.0,22,109,TW,matched,
1768,美國,爆復,2023-08-25,10233773,42228,2028248,762430,tt6906292,爆復,Retribution,2023-08-23,en,惊悚|动作|冒险,6.661,6.539,1355,91,FR|DE|US,matched,
1769,韓國,MAMAMOO：MY CON THE MOVIE,2023-08-25,5880995,12178,1258050,1137172,tt28230511,MAMAMOO：MY CON THE MOVIE,마마무: 마이콘 더 무비,2023-06-21,ko,纪录|音乐,0.4172,8.0,1,124,KR,matched,
1770,韓國,絕對味覺情人,2023-08-25,576932,2563,70715,978202,tt28625660,絕對味覺情人,달짝지근해: 7510,2023-08-15,ko,喜剧|爱情,1.32,5.789,19,118,KR,matched,
1771,香港,暗殺風暴,2023-08-25,517213,2481,61581,902533,tt17005282,暗殺風暴,暗殺風暴,2023-08-18,cn,犯罪|悬疑|惊悚,1.4273,5.9,17,100,CN|HK,matched,
1772,西班牙,24小時賭命倒數,2023-08-25,356760,1575,26543,1053587,tt20215670,24小時賭命倒數,Fatum,2023-04-12,es,犯罪|惊悚|剧情,0.598,6.225,102,98,FR|ES,matched,
1773,瑞士,尋愛小說家：海史密斯,2023-08-25,310709,1377,61020,915939,tt15239466,尋愛小說家：海史密斯,Loving Highsmith,2022-04-07,en,纪录,0.2897,5.9,24,84,DE|CH,matched,
1774,冰島,神選之地,2023-08-25,286660,1296,65920,960206,tt19623228,神選之地,Vanskabte land,2022-12-01,da,剧情,0.7605,6.8,197,143,DK|FR|IS|SE,matched,
1775,義大利,絕美波麗露,2023-08-25,113996,551,21900,795254,tt11773446,絕美波麗露,The Grand Bolero,2023-08-25,en,惊悚|剧情|爱情,0.0901,5.4,5,90,IT,matched,
