序號,國別,片名,上映日,總金額,總票數,首週票房,tmdb_id,imdb_id,tmdb_title,tmdb_original_title,tmdb_release_date,original_language,genres,popularity,vote_average,vote_count,runtime,production_countries,match_status,match_note
3404,香港,拆彈專家2,2020-12-31,91697524,389028,20806483,559974,tt9597838,拆彈專家2,拆彈專家2,2020-12-24,cn,动作|犯罪|惊悚,2.3431,7.097,175,120,CN|HK,matched,
3405,中華民國,杏林醫院,2020-12-31,29337286,128164,4647146,761163,tt14288764,杏林醫院,杏林醫院,2020-12-31,zh,恐怖,1.8262,5.8,66,89,TW,matched,
3406,美國,致命天際線,2020-12-31,4868316,20330,553044,675327,tt9691136,致命天際線,Shadow in the Cloud,2021-01-01,en,恐怖|动作|战争,2.7881,5.825,1058,83,US|NZ,matched,
3408,美國,空中謎航,2020-12-31,1341044,7482,211471,602654,tt5498354,空中謎航,Horizon Line,2020-10-29,en,惊悚|冒险|动作,2.044,5.548,417,92,GB|IE|SE|ES,matched,
3409,日本,午夜天鵝,2020-12-31,846622,3777,183575,725691,tt12774954,午夜天鵝,ミッドナイトスワン,2020-09-25,ja,剧情,1.4968,6.9,18,124,JP,matched,
3410,德國,水漾的女人,2020-12-31,354125,1749,90320,615761,tt11617052,水漾的女人,Undine,2020-07-01,de,奇幻|剧情|爱情,1.0378,6.457,277,89,FR|DE,matched,
3412,日本,廢青四重奏,2020-12-31,8795,41,345,660218,,廢青四重奏,ジャンクション29,2019-02-22,ja,剧情,0.3818,0.0,0,101,JP,matched_without_imdb_id,
3413,美國,靈魂急轉彎 (英文版),2020-12-25,184664386,768245,38024120,508442,tt2948372,靈魂急轉彎,Soul,2020-12-25,en,动画|家庭|剧情|音乐|奇幻,13.5712,8.093,11372,101,US,matched,
3414,中華民國,腿,2020-12-24,7860920,34429,1936025,739266,tt12921022,腿,腿,2020-12-24,zh,剧情|喜剧|爱情,0.9617,5.0,7,115,TW,matched,
3415,美國,真愛鄰距離,2020-12-24,1392981,6758,164580,628333,tt6842770,真愛鄰距離,Wild Mountain Thyme,2020-12-11,en,爱情|剧情,2.6972,5.24,208,102,IE|GB|US,matched,
3416,英國,愛是您·愛是我,2020-12-24,924556,3820,144986,508,tt0314331,愛是您・愛是我,Love Actually,2003-09-07,en,喜剧|爱情|剧情,6.8632,7.097,7369,139,FR|GB,matched,
3417,英國,來者弒客,2020-12-24,865273,3803,78664,659986,tt9806370,來者弒客,The Owners,2020-08-27,en,恐怖|悬疑|惊悚,1.5611,5.611,441,92,FR|GB,matched,
3418,美國,一家之煮,2020-12-24,156559,725,16035,484297,tt5805768,一家之煮,Abe,2020-06-24,en,剧情|喜剧,0.7511,6.819,69,85,US|BR,matched,
3419,英國,生為女人,2020-12-24,153321,772,34690,531033,tt9185316,生為女人,I Am Woman,2020-08-28,en,剧情|音乐,0.7377,6.2,41,116,AU,matched,
3420,越南,坑爹大作戰,2020-12-24,27475,123,1905,676834,tt11924840,坑爹大作戰,Nắng 3: Lời Hứa Của Cha,2020-03-06,vi,喜剧|家庭,0.1043,4.0,1,0,,matched,
3421,美國,瑰麗卡萊爾：浮華紐約,2020-12-24,8795,40,1525,370756,tt4151320,瑰麗卡萊爾：浮華紐約,Always at The Carlyle,2018-05-11,en,纪录,0.9442,6.68,25,92,US,matched,
3422,日本,魔睡,2020-12-24,5555,29,410,39145,tt0142249,七龍珠：魔神城內的睡美人,ドラゴンボール 魔神城のねむり姫,1987-07-18,ja,动作|动画|奇幻|恐怖,3.059,6.63,315,45,JP,matched,
3423,義大利,鬼巢,2020-12-18,735132,3168,121726,600184,tt4925340,鬼巢,The Nest (Il nido),2019-08-15,it,剧情|恐怖|悬疑,0.572,6.258,283,109,IT,matched,
3424,法國,85年的夏天,2020-12-18,637472,2975,150190,659959,tt10457128,85年的夏天,Été 85,2020-07-14,fr,爱情|剧情,2.765,7.406,904,101,BE|FR,matched,
3425,美國,高校棋蹟,2020-12-18,378234,2160,42062,665877,tt7870102,高校棋蹟,Critical Thinking,2020-12-18,en,剧情,0.6213,6.6,51,117,US,matched,
3426,日本,順其自然的日子,2020-12-18,374482,1560,64278,649523,tt13033818,順其自然的日子,どうにかなる日々,2020-10-23,ja,动画|剧情|爱情,1.5687,5.55,20,54,JP,matched,
3427,哥倫比亞,總是有個人在愛你,2020-12-18,183860,912,37350,585073,tt10223552,總是有個人在愛你,Litigante,2020-02-19,es,剧情,0.2028,5.7,12,93,CO|FR,matched,
3428,韓國,說唱藝人：希望之聲,2020-12-18,124644,562,14705,628466,tt13439250,說唱藝人：希望之聲,소리꾼,2020-07-01,ko,历史|剧情,1.1036,6.3,3,119,KR,matched,
3429,日本,手塚治虫迷幻少女,2020-12-18,108930,513,16125,566135,tt9315672,手塚治虫迷幻少女,ばるぼら,2020-11-20,ja,悬疑|奇幻,1.1132,5.6,29,100,DE|JP|GB,matched,
3430,法國,卡薩諾瓦的情人,2020-12-18,86874,423,1350,504605,tt9105628,卡薩諾瓦的情人,Dernier amour,2019-03-20,fr,剧情|爱情,1.5709,4.8,41,99,BE|FR|US,matched,
3442,美國,戀愛進行弒,2020-12-18,11435,51,720,429727,tt5990066,戀愛進行弒,Bad Match,2017-08-25,en,恐怖|惊悚,0.6198,5.578,218,90,SG|US,matched,
3443,法國,純真誘惑,2020-12-18,8295,41,300,487437,tt8054066,純真誘惑,Blanche comme neige,2019-04-10,fr,喜剧|剧情,0.861,5.1,107,112,FR|BE,matched,
3445,美國,神力女超人1984,2020-12-17,249468117,986108,70796127,464052,tt7126948,神力女超人1984,Wonder Woman 1984,2020-12-16,en,动作|冒险|奇幻,7.5451,6.367,9026,151,US,matched,
3446,英國,俘虜,2020-12-15,3019677,12815,39765,47244,tt0216605,愛的俘虜,La Captive,2000-09-27,fr,剧情|爱情,0.6491,5.695,64,118,FR|BE,matched,
3447,日本,新解釋．三國志,2020-12-11,8001446,33236,1817757,726654,tt12718318,新解釋．三國志,新解釈・三國志,2020-12-11,ja,喜剧|历史,1.5483,5.4,20,113,JP,matched,
3448,美國,求婚好意外,2020-12-11,6128967,27099,1498897,520172,tt8522006,求婚好意外,Happiest Season,2020-11-26,en,爱情|喜剧,2.2656,7.099,1319,102,US,matched,
3449,日本,信用詐欺師JP:公主篇,2020-12-11,5665898,24704,1447952,657350,tt12767996,信用詐欺師JP：公主篇,コンフィデンスマンJP プリンセス編,2020-07-23,ja,喜剧|悬疑,1.4106,6.6,24,124,JP,matched,
3450,韓國,喬瑟與老虎、魚,2020-12-11,844328,3785,91767,602301,tt13411298,喬瑟與老虎、魚,조제,2020-12-10,ko,爱情|剧情,2.6938,7.1,62,117,JP|KR,matched,
3451,香港,逃獄兄弟,2020-12-11,358981,1627,36655,743417,tt13375600,逃獄兄弟,逃獄兄弟,2020-12-03,cn,喜剧|犯罪,1.685,5.1,9,90,HK,matched,
3452,匈牙利,怵目驚魂28天,2020-12-11,306740,1321,54710,141,tt0246578,怵目驚魂28天,Donnie Darko,2001-01-19,en,奇幻|剧情|悬疑,8.1538,7.764,13373,114,US,matched,
3453,越南,人性爆走課,2020-12-11,154726,691,16610,637997,tt11095810,人性爆走課,Ròm,2020-07-31,vi,剧情|动作,0.3103,6.9,15,79,VN,matched,
3454,德國,行動代號：熱狗,2020-12-11,28105,122,1870,429977,tt6284564,行動代號：熱狗,Hot Dog,2018-01-18,de,喜剧|动作,0.6488,5.556,126,100,DE,matched,
3456,法國,聖羅蘭：時尚影子的人生,2020-12-11,7935,34,1170,524668,tt0970174,聖羅蘭：時尚影子的人生,Célébration,2018-11-14,fr,纪录,0.5738,5.5,4,74,FR,matched,
3457,美國,再見街貓BOB,2020-12-10,2541037,10687,429840,673737,tt9564270,再見街貓BOB,A Christmas Gift from Bob,2020-11-27,en,家庭|剧情,0.9311,6.71,105,93,GB,matched,
3458,美國,魔物獵人,2020-12-04,100803483,426931,25084270,458576,tt6475714,魔物獵人,Monster Hunter,2020-12-03,en,动作|奇幻|冒险,4.627,6.516,3548,103,CN|DE|JP|CA,matched,
3459,中華民國,親愛的殺手,2020-12-04,6453724,28230,1642213,758534,tt15448824,親愛的殺手,親愛的殺手,2020-12-04,zh,剧情|爱情,2.4099,5.8,4,92,TW,matched,
3460,韓國,瑜珈怨,2020-12-04,1677660,7121,253008,759917,tt13478812,瑜珈怨,요가학원: 죽음의 쿤달리니,2020-11-18,ko,恐怖,0.842,4.5,15,93,KR,matched,
3461,香港,熱血合唱團,2020-12-04,878060,4173,133225,589456,tt13322146,熱血合唱團,熱血合唱團,2020-11-13,cn,剧情|音乐,0.9556,7.5,2,96,CN|HK,matched,
3462,美國,愛在黎明破曉時,2020-12-04,696880,3098,138520,76,tt0112471,愛在黎明破曉時,Before Sunrise,1995-01-27,en,剧情|爱情,8.2529,7.974,4662,101,AT|US,matched,
3463,美國,愛在日落巴黎時,2020-12-04,665334,2973,153670,80,tt0381681,愛在日落巴黎時,Before Sunset,2004-06-16,en,剧情|爱情,4.3547,7.8,3773,80,US,matched,
3464,波蘭,只有悲傷才是美麗的,2020-12-04,285185,1370,57190,575575,tt9121954,只有悲傷才是美麗的,Ikar. Legenda Mietka Kosza,2019-10-18,pl,剧情|历史,0.2247,6.333,18,122,PL,matched,
3465,日本,約會大作戰 赤黑新章：紅或白,2020-12-04,273253,1710,54190,723343,tt13308788,約會大作戰 赤黑新章：紅或白,デート・ア・バレット 後編 ナイトメア・オア・クイーン,2020-11-13,ja,动画|动作|爱情|科幻,1.1787,7.694,62,29,JP,matched,
3466,日本,用甜酒漱口,2020-12-04,233206,1099,60465,630875,tt12250946,用甜酒漱口,甘いお酒でうがい,2020-12-04,ja,剧情,0.5948,7.4,8,108,JP,matched,
3467,德國,情攝大師,2020-12-04,211753,924,41940,698369,tt10370644,情攝大師,Helmut Newton: The Bad and the Beautiful,2020-07-09,de,纪录,0.3567,6.2,15,93,DE,matched,
3468,美國,搖滾變色龍：大衛鮑伊,2020-12-04,165882,717,28735,579400,tt9694312,搖滾變色龍：大衛鮑伊,Stardust,2020-11-25,en,音乐|剧情,0.735,3.9,41,109,CA|GB,matched,
3469,義大利,食人少年幫,2020-12-04,56395,249,1080,574436,tt8740778,食人少年幫,La paranza dei bambini,2019-02-14,it,剧情|犯罪,0.4645,6.84,537,111,IT,matched,
3470,美國,女王特大號,2020-12-04,22915,104,3675,472734,tt4878482,女王特大號,Dumplin',2018-12-20,en,喜剧|剧情,1.7427,6.761,1436,110,US,matched,
3471,韓國,再次相遇的日子,2020-12-04,14240,64,0,730165,tt14092432,再次相遇的日子,다시 만난 날들,2020-09-24,ko,剧情|音乐,0.3969,9.0,1,98,KR,matched,
3473,法國,DJ SNAKE - THE CONCERT IN CINEMA,2020-12-03,483155,703,0,729107,tt13017816,DJ Snake: The Concert In Cinema,DJ Snake: The Concert In Cinema,2020-08-27,en,,0.0571,4.5,2,116,,matched,
3474,美國,古魯家族：新石代,2020-11-27,17228152,78412,4793048,529203,tt2850386,古魯家族：新石代,The Croods: A New Age,2020-11-25,en,动画|家庭|冒险|奇幻|喜剧,7.3774,7.442,4126,95,US,matched,
3475,日本,尋找小魔女Doremi,2020-11-27,14032049,59329,3818257,532961,tt11867418,尋找小魔女DoReMi,魔女見習いをさがして,2020-11-13,ja,动画|喜剧|冒险|奇幻,1.4889,6.7,20,92,JP,matched,
3476,中華民國,十二夜2：回到第零天,2020-11-27,3814667,17030,1081831,764661,,十二夜2：回到第零天,十二夜2：回到第零天,2020-11-27,zh,纪录,0.2041,0.0,0,93,TW,matched_without_imdb_id,
3477,俄羅斯,外星異種,2020-11-27,2686396,11430,238559,594718,tt11905962,外星異種,Спутник,2020-07-24,ru,科幻|剧情|恐怖,3.2584,6.539,972,113,RU,matched,
3478,美國,說不出的告別,2020-11-27,1198477,6105,185659,536396,tt8717446,說不出的告別,Blackbird,2019-09-06,en,剧情,1.5248,6.782,220,97,US|SE,matched,
3479,美國,追殺胖老爹,2020-11-27,964815,4253,63314,602211,tt10310140,追殺胖老爹,Fatman,2020-10-19,en,动作|奇幻|喜剧,2.0626,5.593,957,100,US|GB|CA,matched,
3480,美國,鬼弒訊,2020-11-27,859448,3677,69977,723072,tt12749596,鬼弒訊,Host,2020-09-10,en,恐怖,2.9912,6.572,1252,56,GB,matched,
3481,香港,無間行者之生死潛行,2020-11-27,654333,2897,91172,766713,tt10300286,無間行者之生死潛行,無間行者之生死潛行,2020-11-19,cn,动作|犯罪|剧情|悬疑,1.2803,5.2,3,91,HK,matched,
3482,伊朗,緝毒風暴,2020-11-27,617900,3162,119189,583794,tt9817070,緝毒風暴,متری شش و نیم,2019-03-17,fa,动作|犯罪|剧情,1.0001,7.176,270,134,IR,matched,
3483,中華民國,迷走廣州,2020-11-27,486513,2226,99119,742229,tt11861034,迷走廣州,迷走廣州,2020-11-27,zh,剧情,0.6783,3.0,2,95,TW,matched,
3484,中華民國,卡卡囌卡卡衝,2020-11-27,286517,1273,42850,769063,,卡卡囌卡卡衝,卡卡囌卡卡衝,2020-11-27,zh,喜剧|爱情,0.1908,1.0,1,109,TW,matched_without_imdb_id,
3485,德國,未來的我們,2020-11-27,75783,352,8645,623184,tt8892064,未來的我們,Futur Drei,2020-09-24,de,剧情|爱情,0.4917,5.275,20,93,DE,matched,
3486,智利,他們的自由年代,2020-11-27,62880,295,4475,589540,tt6131414,他們的自由年代,Araña,2019-08-15,es,剧情|犯罪|惊悚,0.7293,6.9,46,108,AR|BR|CL,matched,
3487,比利時,慾望摩天輪,2020-11-27,18919,90,150,510631,tt6818118,慾望摩天輪,Jumbo,2020-03-07,fr,奇幻|爱情,0.545,5.7,70,93,BE|FR|LU,matched,
3488,法國,鹿兒流浪記,2020-11-27,18505,84,3895,478503,tt8242340,鹿兒流浪記,Aïlo : Une odyssée en Laponie,2018-12-21,fr,纪录|家庭|冒险,0.5772,6.5,56,75,FI|FR,matched,
3489,美國,謎樣事件簿,2020-11-27,14085,64,780,426258,tt6014904,謎樣事件簿,The Strange Ones,2018-01-05,en,惊悚|剧情,0.4161,5.227,86,82,US,matched,
3490,法國,Miss,2020-11-23,141030,643,38605,611751,tt10123698,MISS,Miss,2020-10-21,fr,喜剧|剧情,0.5458,7.176,159,107,FR,matched,
3491,中華民國,同學麥娜絲,2020-11-20,44870132,193630,13166541,739267,tt12899858,同學麥娜絲,同學麥娜絲,2020-11-20,zh,喜剧|剧情,1.3565,7.13,50,122,TW,matched,
3492,日本,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,2020-11-20,24655528,103406,6076211,769922,tt10080166,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,名探偵コナン 紅の修学旅行,2019-11-22,ja,动画|动作|悬疑|犯罪|电视电影,1.5795,6.4,5,90,JP,matched,
3493,韓國,盜墓同盟,2020-11-20,6846758,30879,1592059,605680,tt13428686,盜墓同盟,도굴,2020-11-04,ko,喜剧|冒险|犯罪,1.6955,7.197,38,114,KR,matched,
3494,美國,逃,2020-11-20,4906824,20418,962899,546121,tt8633478,逃,Run,2020-11-20,en,惊悚|恐怖|剧情,4.5074,7.222,2867,90,US,matched,
3495,馬來西亞,你是豬,2020-11-20,1878108,8201,361531,754899,tt13217694,你是豬,Babi,2020-11-20,zh,剧情,0.2831,0.0,0,62,MY,matched,
3496,日本,愛在末路之境,2020-11-20,1222721,5174,203844,697353,tt9770716,愛在末路之境,窮鼠はチーズの夢を見る,2020-06-05,ja,剧情|爱情,1.2799,6.207,29,131,JP,matched,
3498,日本,消失的星期三,2020-11-20,462435,2626,46480,695376,tt11085478,消失的星期三,水曜日が消えた,2020-05-15,ja,悬疑,0.6714,6.333,6,104,JP,matched,
3499,美國,婊兄弟上路,2020-11-20,364573,2023,41110,595931,tt8637440,婊兄弟上路,The Climb,2020-07-29,en,喜剧,1.0443,6.09,144,94,US,matched,
3500,印度,槍手養成班,2020-11-20,46735,218,5960,569584,tt8108208,槍手養成班,Cheat India,2019-01-18,hi,剧情|犯罪,0.2834,5.522,23,121,IN,matched,
3501,日本,讓我聽見你的聲音,2020-11-20,13990,65,585,704772,,讓我聽見你的聲音,こえをきかせて,2019-04-29,ja,剧情|爱情,1.4876,5.9,4,91,JP,matched_without_imdb_id,
3502,美國,換人殺砍砍,2020-11-13,9033997,39594,2406211,551804,tt10919380,換人殺砍砍,Freaky,2020-11-12,en,恐怖|喜剧,3.4484,6.562,1833,102,US,matched,
3503,日本,海邊的異邦人,2020-11-13,3488936,14399,821452,642121,tt11193002,海邊的異邦人,海辺のエトランゼ,2020-09-11,ja,动画|爱情|剧情,3.0484,7.923,162,59,JP,matched,
3504,美國,祕密：夢想的力量,2020-11-13,1705112,7403,286544,550231,tt4411584,祕密：夢想的力量,The Secret: Dare to Dream,2020-04-16,en,剧情|爱情,3.1426,7.29,657,108,US,matched,
3505,紐西蘭,弒膽遊戲,2020-11-13,1220219,5742,223860,751394,tt12739994,弒膽遊戲,The 100 Candles Game,2020-11-13,en,恐怖,0.8046,5.648,125,100,AR|NZ,matched,
3506,韓國,菜英文沒在怕,2020-11-13,1006900,4376,93214,630211,tt13210996,菜英文沒在怕,삼진그룹 영어토익반,2020-10-21,ko,剧情|喜剧,2.1004,7.713,40,110,KR,matched,
3507,美國,我的媽媽開GAYBAR,2020-11-13,397343,1848,71163,626020,tt8364138,我的媽媽開GAYBAR,Stage Mother,2020-07-24,en,喜剧|剧情,0.7135,6.155,71,93,CA,matched,
3508,澳洲,異星佔領,2020-11-13,161940,772,31520,503346,tt6774786,異星佔領,Occupation,2018-07-12,en,动作|科幻|剧情,1.3316,4.766,256,119,AU,matched,
3509,德國,鬼才狂想曲,2020-11-13,129455,588,1715,540003,tt8804436,鬼才狂想曲,Why Are We Creative?,2018-09-07,de,纪录,1.0538,7.6,18,84,DE|FR,matched,
3510,加拿大,指揮巨星亞尼克,2020-11-13,103805,538,21300,560134,tt9890024,指揮巨星亞尼克,Ensemble,2018-11-23,fr,纪录,0.0495,2.0,1,0,CA,matched,
3512,美國,愛麗絲與夢幻島,2020-11-12,5121400,22584,1167696,527400,tt5714470,愛麗絲與夢幻島,Come Away,2020-11-12,en,奇幻|冒险,1.7056,5.825,315,94,BS|GB|US,matched,
3513,中華民國,孤味 (長片版),2020-11-06,190892525,828505,27998118,739269,tt12397078,孤味,孤味,2020-11-06,zh,剧情,1.6866,7.184,57,123,TW,matched,
3514,美國,藥命時空,2020-11-06,3978216,16569,660817,549294,tt9016974,藥命時空,Synchronic,2020-10-23,en,恐怖|科幻|惊悚,2.8973,6.338,1083,101,US,matched,
3515,韓國,綠洲：4K數位修復版,2020-11-06,1335589,5668,229510,26955,tt0320193,綠洲,오아시스,2002-08-09,ko,剧情|爱情,1.829,7.726,276,132,KR,matched,
3516,英國,附身符,2020-11-06,398156,1750,24145,653615,tt8332802,附身符,Amulet,2020-07-24,en,恐怖,0.5486,5.3,152,99,GB,matched,
3517,韓國,紙花,2020-11-06,267803,1329,75830,635399,tt12269026,紙花,종이꽃,2020-10-22,ko,剧情|家庭,0.7803,7.5,4,103,KR,matched,
3518,韓國,逃亡的女人,2020-11-06,131933,619,48885,662401,tt11697690,逃亡的女人,도망친 여자,2020-09-17,ko,剧情,1.4909,6.615,109,77,KR,matched,
3519,大陸,夜山明,2020-11-06,122935,575,370,1455345,,夜山明,夜山明,2020-11-06,zh,,0.0168,0.0,0,0,,matched_without_imdb_id,
3520,法國,火線情深,2020-11-06,25415,117,5625,484751,tt7210426,火線情深,Sauver ou périr,2018-11-28,fr,剧情,0.7685,7.334,723,116,FR,matched,
3521,中華民國,5x1,2020-11-06,9540,50,0,49538,tt1270798,X戰警：第一戰,X-Men: First Class,2011-06-01,en,动作|科幻|冒险,0.427,7.299,13506,131,US,matched,
3522,美國,女巫們,2020-11-05,34820502,148852,9363895,531219,tt0805647,女巫們,Roald Dahl's The Witches,2020-10-26,en,喜剧|奇幻|家庭|恐怖,5.3968,6.335,2980,104,MX|GB|US,matched,
3523,日本,GIVEN~被贈與的未來 劇場版,2020-11-01,5523801,21848,1274857,632632,tt11802992,GIVEN~被贈與的未來 劇場版,映画 ギヴン,2020-08-22,ja,动画|剧情|音乐|爱情,3.7434,8.2,417,60,JP,matched,
3527,日本,劇場版「鬼滅之刃」無限列車篇,2020-10-30,636335258,2607077,143811568,635302,tt11032374,鬼滅之刃劇場版 無限列車篇,劇場版「鬼滅の刃」無限列車編,2020-10-16,ja,动画|动作|奇幻,11.0991,8.199,4477,117,JP,matched,
3528,美國,入魔,2020-10-30,2464478,11709,416458,590995,tt4685762,入魔,The Craft: Legacy,2020-10-28,en,恐怖|剧情|奇幻,3.9713,6.095,894,94,US,matched,
3529,日本,感官世界,2020-10-30,1964036,8612,428898,5879,tt0074102,感官世界,愛のコリーダ,1976-09-15,ja,剧情|爱情,13.2632,6.587,726,105,JP|FR,matched,
3530,韓國,收屍人,2020-10-30,1735111,7494,265107,606740,tt10431572,收屍人,소리도 없이,2020-10-15,ko,剧情|犯罪,1.4524,7.441,94,99,KR,matched,
3532,英國,狄更斯之塊肉餘生記,2020-10-30,975653,4288,100225,520900,tt6439020,狄更斯之塊肉餘生記,The Personal History of David Copperfield,2019-11-07,en,喜剧,1.8138,6.403,536,119,GB|US,matched,
3533,韓國,老公不是人,2020-10-30,877643,3926,79243,601062,tt13236180,老公不是人,죽지않는 인간들의 밤,2020-09-29,ko,惊悚|喜剧,1.0525,6.0,17,110,KR,matched,
3534,日本,飆速宅男,2020-10-30,743037,3264,159871,725435,tt11628788,飆速宅男,弱虫ペダル,2020-08-14,ja,喜剧|剧情,1.0115,6.8,8,113,JP,matched,
3535,香港,聖荷西謀殺案,2020-10-30,434306,2278,49804,531381,tt7271190,聖荷西謀殺案,聖荷西謀殺案,2020-09-25,cn,悬疑|惊悚,0.7661,4.4,7,88,HK,matched,
3536,捷克,異端鳥,2020-10-30,418361,1916,112390,477428,tt1667354,異端鳥,Nabarvené ptáče,2019-09-12,cs,战争|剧情|惊悚,1.7394,7.096,183,169,SK|CZ|UA,matched,
3537,義大利,幸運女神,2020-10-30,288647,1331,47264,606952,tt10256570,幸運女神,La dea fortuna,2019-12-19,it,剧情,0.84,7.1,521,114,IT,matched,
3545,日本,愛情是什麼,2020-10-30,14765,68,1790,529934,tt9163346,愛情是什麼,愛がなんだ,2019-04-09,ja,爱情|剧情,0.9821,6.923,13,123,JP,matched,
3546,英國/俄羅斯/德國/烏克蘭,DAU：退變,2020-10-25,147330,246,0,667944,tt11777298,DAU：退變,DAU. Degeneration,2020-02-28,ru,剧情|恐怖|惊悚,0.5744,5.4,20,369,GB|DE|RU|UA,matched,
3549,中華民國,親愛的房客,2020-10-23,38726892,164291,5653179,721482,tt12359272,親愛的房客,親愛的房客,2020-10-23,zh,剧情,0.7438,6.9,28,106,TW,matched,
3550,美國,綁票追殺令,2020-10-23,4779462,20995,735242,724989,tt11656172,綁票追殺令,Hard Kill,2020-09-04,en,动作|冒险|惊悚,1.597,4.954,660,98,US,matched,
3551,美國,地獄通話,2020-10-23,3472275,14663,422737,746817,tt12971924,地獄通話,The Call,2020-10-23,en,恐怖|惊悚,1.1194,5.444,170,97,CA|US,matched,
3552,日本,碧藍之海劇場版,2020-10-23,1710898,7226,337458,677602,tt11312092,碧藍之海劇場版,ぐらんぶる,2020-08-07,ja,喜剧,2.1232,5.7,23,107,JP,matched,
3553,中華民國,戀愛好好說,2020-10-23,627974,2921,56875,757288,tt35219820,戀愛好好說,戀愛好好說,2020-10-23,zh,爱情,0.5411,1.0,3,117,TW|JP,matched,
3554,日本,玉子愛情故事,2020-10-23,280731,1147,40804,257475,tt3413018,玉子愛情故事,たまこラブストーリー,2014-04-26,ja,爱情|动画|喜剧,2.869,7.191,194,83,JP,matched,
3555,美國,迷慾東京,2020-10-23,155904,722,4890,479259,tt0920462,迷慾東京,Lost Girls & Love Hotels,2020-09-18,en,剧情,1.7655,5.402,204,97,US|SE,matched,
3556,香港,獅子山上,2020-10-23,133375,602,4765,646411,tt11811996,獅子山上,獅子山上,2019-11-14,cn,剧情,0.485,4.0,1,96,HK,matched,
3557,香港/大陸,小武 4K 數位修復版,2020-10-23,90465,421,25620,52103,tt0144020,小武,小武,1997-08-01,zh,剧情,0.9685,7.24,123,113,CN|HK,matched,
3558,大陸,一直游到海水變藍,2020-10-23,82135,385,42850,601368,tt10374360,一直游到海水變藍,一直游到海水变蓝,2021-05-28,zh,纪录,0.8848,6.917,18,112,CN,matched,
3562,日本,情迷意亂,2020-10-23,42830,234,28610,111398,tt0058349,乱れる,乱れる,1964-01-15,ja,剧情|爱情,1.2865,8.12,71,98,JP,matched,
3566,美國,華氏11/9,2020-10-23,16230,78,510,532908,tt8632862,華氏11/9,Fahrenheit 11/9,2018-09-10,en,纪录,1.1164,7.118,472,128,US,matched,
3567,美國,奪命守門人,2020-10-16,5179090,24293,964317,737568,tt6222118,奪命守門人,The Doorman,2020-10-01,en,动作|惊悚,2.6226,5.769,456,97,CA|RO|US|GB,matched,
3568,日本,看不見的目擊者,2020-10-16,3666104,16368,1160113,619173,tt10240688,看不見的目擊者,見えない目撃者,2019-09-20,ja,犯罪|惊悚,1.3151,7.0,20,128,JP|KR,matched,
3569,日本,劇場版 高校艦隊,2020-10-16,2178934,6692,237695,623409,tt11639420,劇場版 高校艦隊,劇場版 ハイスクール・フリート,2020-01-18,ja,动画|动作|剧情|科幻,1.6513,4.125,8,103,JP,matched,
3570,韓國,詭憶,2020-10-16,1424563,6229,250667,601664,tt13155030,詭憶,디바,2020-09-23,ko,悬疑|惊悚,1.1278,6.6,21,84,KR,matched,
3571,美國,阿比阿弟尋歌大冒險,2020-10-16,968642,4192,143332,501979,tt1086064,阿比阿弟尋歌大冒險,Bill & Ted Face the Music,2020-08-27,en,喜剧|科幻|冒险|音乐,2.6313,5.897,1072,92,BS|US,matched,
3572,韓國,浴血劍客,2020-10-16,688357,3030,156631,492008,tt7035004,浴血劍客,검객,2020-09-23,ko,动作|剧情|历史,2.7592,7.477,287,100,KR,matched,
3573,法國,藥頭大媽,2020-10-16,411108,2051,76268,575463,tt9288726,藥頭大媽,La Daronne,2020-09-09,fr,犯罪|剧情|喜剧,0.9163,5.853,283,104,BE|FR,matched,
3574,美國,地下弒的秘密,2020-10-16,396954,2215,47853,615115,tt9252488,地下弒的秘密,The Secrets We Keep,2020-09-16,en,惊悚|历史|剧情,0.998,6.0,274,97,US,matched,
3575,阿根廷,被告,2020-10-16,79760,381,9095,519223,tt7952000,被告,Acusada,2018-09-13,es,惊悚|剧情,0.5284,6.566,182,113,AR|MX|IL,matched,
3576,菲律賓,真情甲尬意,2020-10-16,15313,69,1480,499309,tt7908092,真情甲尬意,Ang Dalawang Mrs. Reyes,2018-01-17,tl,喜剧,0.4775,6.1,4,104,PH,matched,
3577,加拿大,人造紀元：走進人類世,2020-10-16,9875,45,2380,539757,tt8399690,人造紀元：走進人類世,Anthropocene: The Human Epoch,2018-09-28,en,纪录,0.5783,6.894,71,87,CA,matched,
3578,中華民國,無聲,2020-10-15,50052620,211806,13722436,717395,tt12396992,無聲,無聲,2020-10-15,zh,剧情|惊悚,1.287,7.8,26,108,SG|KR|TW,matched,
3579,香港,幻愛,2020-10-15,969943,4238,200852,674813,tt11810546,幻愛,幻愛,2020-07-02,cn,爱情|剧情,0.8555,6.857,21,120,HK,matched,
3580,美國,倒數反擊,2020-10-08,47248718,202841,11794300,553604,tt1838556,倒數反擊,Honest Thief,2020-09-03,en,惊悚|动作|犯罪,3.3024,6.483,1886,99,GB|US,matched,
